,course_title,subject,num_lectures,num_reviews,content_duration,price,hourly_price
1625,Mastering Candlestick Charting : High Probability Trading,Business Finance,35,16,2.0,50,25.0
1626,Pin Bars: The Most Powerful Forex Trading Signal,Business Finance,19,16,1.0,200,200.0
1627,Corporate Finance 101: Financial Statement Analysis & Ratios,Business Finance,43,16,8.0,50,6.25
1628,Beginners Guide To Ichimoku Trading,Business Finance,17,16,1.0,20,20.0
1629,Bookkeeping to Command Senior Bookkeeping Wages,Business Finance,58,16,4.5,55,12.222222222222221
1630,Stock Technical Analysis with Excel,Business Finance,41,16,7.0,50,7.142857142857143
1631,Trading News Using Binary Options,Business Finance,22,16,1.5,145,96.66666666666667
1632,Learn Global Macro Trading & Investing for Retail Investor,Business Finance,27,16,1.5,75,50.0
1633,Curso Completo de Opciones Binarias: Estrategias 90% Acierto,Business Finance,26,16,1.5,145,96.66666666666667
1634,Bookkeeping Made Simple,Business Finance,22,16,2.5,40,16.0
1635,Forex Harmonic Trading- With Multiple Forex Chart Examples,Business Finance,25,16,2.5,135,54.0
1636,Master The Psychology of Forex & Binary Options Trading,Business Finance,7,16,1.0,20,20.0
1637,Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern,Business Finance,11,16,1.0,30,30.0
1638,Aprende a Ganar Dinero en la Bolsa,Business Finance,42,16,4.0,30,7.5
1639,Learn to Trade Forex Naked Price Action Wammie Trade,Business Finance,13,16,1.0,40,40.0
1640,Kindle eBook Cover Design and Book Illustration Guide,Graphic Design,20,16,1.0,120,120.0
1641,Digital Illustration: Make A Custom Character Illustration,Graphic Design,14,16,1.5,30,20.0
1642,Easy Illustration and 2D Animation,Graphic Design,7,16,0.5666666666666667,65,114.70588235294117
1643,Become a Professional Logo Designer,Graphic Design,82,16,8.0,150,18.75
1644,"Sketching: How to Draw People, Hands, Eyes, Buildings & Cars",Graphic Design,31,16,2.0,20,10.0
1645,Play Piano To-day! - Beginner Piano Lessons For Busy People!,Musical Instruments,91,16,4.0,100,25.0
1646,Piano - Circle of 5ths to Play A Song in 12 Keys in 12 Days,Musical Instruments,115,16,2.5,95,38.0
1647,Modern Country Guitar: Technique Booster,Musical Instruments,42,16,2.5,30,12.0
1648,Play the Jews Harp - instant skills for non musicians.,Musical Instruments,35,16,2.5,25,10.0
1649,Byte-Sized-Chunks: Cascading Style Sheets (CSS) with HTML,Web Development,28,16,4.0,20,5.0
1650,Practical Guide to Web Development,Web Development,38,16,2.0,20,10.0
1651,Drupal Tutorial : Drupal 8 Beginner to Expert in 8 PROJECTS,Web Development,73,16,7.0,200,28.571428571428573
1652,WordPress : An Overview,Web Development,15,16,0.6,45,75.0
1653,Introduction to HTML5 Canvas basics of drawing,Web Development,17,16,1.0,200,200.0
1654,Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques,Web Development,21,16,2.0,200,100.0
1655,"Web Application Development using Redis, Express, and Socket",Web Development,66,16,6.0,200,33.333333333333336
1656,A-Frame WebVR Programming Tutorial Series (Virtual Reality),Web Development,22,16,1.5,40,26.666666666666668
1657,Redux in Angular (2 and 4+),Web Development,13,16,1.5,70,46.666666666666664
1658,HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016,Web Development,45,16,4.0,195,48.75
1659,AngularJs :basics for beginners,Web Development,14,16,1.0,45,45.0
1660,Django For Beginners,Web Development,51,16,4.0,175,43.75
1661,Learn to make a colorful one page website,Web Development,16,16,0.5666666666666667,200,352.94117647058823
1662,Web Building Starter Pack. Html Css and JQuery Animations,Web Development,42,16,7.5,30,4.0
1663,How To Create A WordPress Website Without Paying A Developer,Web Development,17,16,1.0,20,20.0
1664,Web Application Development - Learn by Building 3 Web Apps,Web Development,29,16,1.5,30,20.0
1665,Learn Spring Security 4 Intermediate - Hands On,Web Development,20,16,2.0,95,47.5
1666,How to manage your own VPS and create websites,Web Development,30,16,1.5,120,80.0
1667,Emini ES Futures - Advanced Non Directional Options Trading,Business Finance,14,15,1.5,200,133.33333333333334
1668,High performance Stock Trading using key Options techniques,Business Finance,6,15,1.5,40,26.666666666666668
1669,Trading for everyone - The Independent Investor Course I,Business Finance,36,15,4.0,120,30.0
1670,Option Trading: How to Adjust Delta-Neutral Strangles!,Business Finance,26,15,1.5,145,96.66666666666667
1671,Crowdfunding to Win,Business Finance,15,15,1.5,40,26.666666666666668
1672,Direction-Independ Trading - Elite Forex Traders  Strategy,Business Finance,28,15,2.5,120,48.0
1673,Ultimate Retirement: Build Your Own Dynamic Retirement Plan,Business Finance,37,15,6.0,50,8.333333333333334
1674,Advanced Financial Management for CA / CS / CFA /CPA Exams,Business Finance,194,15,24.5,150,6.122448979591836
1675,Introduction to Accounting - Analyzing Financial Statements,Business Finance,12,15,1.0,60,60.0
1676,Stocks For Beginners - A Guide To Investing,Business Finance,14,15,1.0,20,20.0
1677,Trading Intradiario basado en Precio y Volumen,Business Finance,19,15,1.5,40,26.666666666666668
1678,Accounting 101: Guide to Business Accounting,Business Finance,29,15,14.5,50,3.4482758620689653
1679,An Introduction to Management of Portfolios (MoP),Business Finance,6,15,1.5,20,13.333333333333334
1680,Stock Market for Beginners. Learn to trade,Business Finance,42,15,3.5,35,10.0
1681,Triple P Trading Course,Business Finance,16,15,3.0,20,6.666666666666667
1682,Stock Trading Essentials for Day Traders,Business Finance,9,15,1.0,100,100.0
1683,The Ultimate Fibonacci Trading Plan for Forex and Stocks,Business Finance,15,15,1.0,200,200.0
1684,Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing,Graphic Design,15,15,1.0,200,200.0
1685,Make tech circles in Photoshop in 30 minutes!,Graphic Design,8,15,0.5666666666666667,50,88.23529411764706
1686,Make tech circles in Adobe Illustrator in 30 minutes,Graphic Design,5,15,0.5333333333333333,200,375.0
1687,Learn Adobe Photoshop in 1 Hour,Graphic Design,10,15,1.0,50,50.0
1688,Photoshop para principiantes: ¡De cero a experto!,Graphic Design,62,15,7.5,120,16.0
1689,ABC do Adobe Illustrator,Graphic Design,56,15,5.5,35,6.363636363636363
1690,Learn Digital Drawing in Photoshop,Graphic Design,13,15,2.0,20,10.0
1691,Mastering Retouching and Restoration (15 projects Included),Graphic Design,22,15,2.5,100,40.0
1692,Getting Started With Digital Painting Using Krita,Graphic Design,11,15,0.6,20,33.333333333333336
1693,Sketch 3 - New Guide To iOS 8 Mobile App Design (2015),Graphic Design,66,15,5.5,20,3.6363636363636362
1694,Typography From A to Z,Graphic Design,76,15,6.0,100,16.666666666666668
1695,Adobe Illustrator CS6 باللغة العربية,Graphic Design,74,15,8.0,35,4.375
1696,"Learn To Play The Piano Using Pop, R&B and Gospel Chords",Musical Instruments,14,15,0.6833333333333333,50,73.17073170731707
1697,How To Play The Cajon: For Beginners,Musical Instruments,25,15,1.5,30,20.0
1698,CAGED System for Guitar (Guitar Lessons from Lutz Academy),Musical Instruments,7,15,1.5,50,33.333333333333336
1699,Piano With Willie Building Technique with Scales Vol. 1,Musical Instruments,12,15,1.5,40,26.666666666666668
1700,Instant Harmonica - play Leonard Cohen's Hallelujah now!,Musical Instruments,14,15,1.5,40,26.666666666666668
1701,Guitar - Learn 10 Legendary Chord Progressions for Guitar,Musical Instruments,28,15,1.5,55,36.666666666666664
1702,Just chords Piano: Learn to Play Piano Quickly - No Music,Musical Instruments,53,15,5.0,85,17.0
1703,Master Flute Playing: Intermediate Instruction Made Simple!,Musical Instruments,100,15,6.0,50,8.333333333333334
1704,Electric Bass for Busy Beginners Course 1,Musical Instruments,13,15,1.5,50,33.333333333333336
1705,Create eye-catching WordPress website from scratch,Web Development,19,15,4.5,30,6.666666666666667
1706,HTML Tutorials : HTML Code for Website Creating,Web Development,27,15,3.0,20,6.666666666666667
1707,Pimcore Developer: Implement a Blog from a Bootstrap Theme,Web Development,39,15,4.5,95,21.11111111111111
1708,Website Secrets: Get a Gorgeous Website on the Cheap,Web Development,32,15,2.0,50,25.0
1709,Step by Step Build Your Template by Bootstrap 4 from scratch,Web Development,24,15,3.0,80,26.666666666666668
1710,Learn Drupal 8 - With a Live Project,Web Development,59,15,3.5,55,15.714285714285714
1711,CSS3 for beginners,Web Development,25,15,1.5,195,130.0
1712,How to Build Your Own Website with WordPress: A Step-by-Step Guide ,Web Development,56,15,6.0,95,15.833333333333334
1713,The Complete HMTL5 Course - Go From Beginner To Advanced!,Web Development,36,15,2.0,95,47.5
1714,Learn HTML in 59 Minutes - Your intro to front-end dev,Web Development,14,15,1.0,35,35.0
1715,Learn to Create Advance Responsive Websites With Bootstrap,Web Development,30,15,2.0,20,10.0
1716,Master the Art of Web Design with HTML & CSS,Web Development,59,15,3.0,145,48.333333333333336
1717,Create full featured Landing Page in Ruby on Rails in 3 hour,Web Development,23,15,3.0,30,10.0
1718,HTML5 and CSS for Beginner To Expert,Web Development,48,15,4.5,20,4.444444444444445
1719,The Ultimate jQuery Course,Web Development,54,15,2.5,20,8.0
1720,Self Advertise Using PowerPoint Twitter and Facebook on ios,Web Development,6,15,0.6,20,33.333333333333336
1721,Learn BuddyPress: Build A Social Network with WordPress,Web Development,23,15,1.0,20,20.0
1722,The Only Investment Strategy You Need For Your Retirement,Business Finance,15,14,1.0,200,200.0
1723,Stock Market Leverage: How to Start Trading Options Wisely,Business Finance,13,14,1.5,95,63.333333333333336
1724,Complete Trading Plan Course for Stocks & Forex (10 Hours),Business Finance,61,14,9.5,200,21.05263157894737
1725,Mastering Technical Analysis : Maximizing Trading Profits,Business Finance,62,14,5.0,60,12.0
1726,* An Integrated Approach to the Fundamentals of Accounting,Business Finance,123,14,5.5,200,36.36363636363637
1727,Forex: Economic News Trading,Business Finance,11,14,0.6833333333333333,25,36.58536585365854
1728,How to invest in Gold,Business Finance,39,14,2.5,50,20.0
1729,TRADING TRUTHS,Business Finance,27,14,2.0,50,25.0
1730,Forex Trading vs Option Trading,Business Finance,29,14,2.5,95,38.0
1731,Forex Trading,Business Finance,25,14,4.5,95,21.11111111111111
1732,Aprenda Cálculo Financeiro de Forma Simples,Business Finance,21,14,2.0,20,10.0
1733,Accounting Department's Tips & Tricks - Beginner to Advanced,Business Finance,61,14,6.0,95,15.833333333333334
1734,Stock Market: The Zero Risk Way of Investing,Business Finance,8,14,0.6333333333333333,25,39.473684210526315
1735,Corporate Finance 101: Equity Valuation,Business Finance,50,14,6.0,50,8.333333333333334
1736,"Investing Internationally into Real Estate, Stocks and Bonds",Business Finance,37,14,2.0,200,100.0
1737,Financial Ratios Using Excel,Business Finance,29,14,1.0,100,100.0
1738,"Economics:   Competition, Elasticity, a little Game Theory",Business Finance,42,14,6.0,50,8.333333333333334
1739,Learn to Reliably Invest In The Stock Market,Business Finance,19,14,0.6166666666666667,50,81.08108108108108
1740,Cost Accounting and Financial Management - A Complete Study,Business Finance,444,14,45.0,150,3.3333333333333335
1741,Learn To Invest In 7 Steps,Business Finance,21,14,3.0,50,16.666666666666668
1742,MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4,Business Finance,25,14,1.0,20,20.0
1743,Forex - Calculate Lot Size Like Pro,Business Finance,11,14,0.6,20,33.333333333333336
1744,An Intro into Trading the Financial Markets,Business Finance,17,14,1.5,100,66.66666666666667
1745,Trade for a Living,Business Finance,59,14,8.0,20,2.5
1746,Bonds For Beginners - A Guide To The Bond Markets,Business Finance,24,14,0.5666666666666667,20,35.294117647058826
1747,Getting Started With Photoshop CC,Graphic Design,45,14,4.5,75,16.666666666666668
1748,Sketch 3: Design a mobile application from scratch,Graphic Design,31,14,2.5,45,18.0
1749,Quick and Quirky Caricatures - Learn in an Hour!,Graphic Design,9,14,1.5,20,13.333333333333334
1750,OpenCV Computer Vision Application Programming ,Graphic Design,30,14,2.5,85,34.0
1751,Learn To Draw - The COMIC BOOK STYLE,Graphic Design,19,14,2.0,55,27.5
1752,LaTeX A-Z: from beginner to advance in less than 3 hour,Graphic Design,30,14,3.0,95,31.666666666666668
1753,FullPage: The Complete Guide to Flat Websites,Graphic Design,13,14,0.6333333333333333,20,31.578947368421055
1754,Mike G's Beginner Drum Course: Part 1,Musical Instruments,20,14,3.0,35,11.666666666666666
1755,150 Rock Guitar Licks You MUST Know,Musical Instruments,21,14,4.5,45,10.0
1756,"How to play Djembe, Drums & Rhythm. Level 2",Musical Instruments,36,14,2.0,40,20.0
1757,Play Piano 1 Master Class Intro:  Standards 2-5 Power Chords,Musical Instruments,42,14,1.0,50,50.0
1758,Learn the Violin - Scales and Fundamentals,Musical Instruments,39,14,3.0,80,26.666666666666668
1759,JavaScript Tutorial: Learn JavaScript Code for Beginners,Web Development,22,14,1.5,20,13.333333333333334
1760,What’s New in Bootstrap 4,Web Development,20,14,0.6166666666666667,20,32.43243243243243
1761,Learn ASP.Net Web API 2 for Absolute Beginner,Web Development,29,14,3.5,30,8.571428571428571
1762,Wordpress Theme Development for Beginners,Web Development,47,14,8.0,20,2.5
1763,Bootstrap For Beginners: A  Basic Introduction,Web Development,9,14,0.6666666666666666,55,82.5
1764,JavaScript Basics For Web Developers,Web Development,17,14,1.0,20,20.0
1765,Adobe Experience Manager CMS Basics,Web Development,33,14,1.0,35,35.0
1766,Create Your Own Successful Online School To Sell Courses,Web Development,39,14,2.0,95,47.5
1767,HTML5 and CSS3 -Start building beautiful websites,Web Development,22,14,2.5,150,60.0
1768,WordPress for Beginners 2017 + Google AdSense Implementation,Web Development,64,14,6.5,195,30.0
1769,Learn Laravel with Database Migration & Seeding & Faker,Web Development,7,14,1.0,20,20.0
1770,HTML & CSS - Learn to build sleek websites ,Web Development,44,14,3.5,55,15.714285714285714
1771,Build Powerful Websites & Blogs using WordPress - No Coding,Web Development,26,14,3.0,20,6.666666666666667
1772,Building Responsive Websites with Bootstrap 3 Framework,Web Development,27,14,3.0,75,25.0
1773,The Fastest Way to Create a Website Using Godaddy,Web Development,12,14,0.5,30,60.0
1774,Learn jQuery from Scratch - Master of JavaScript library,Web Development,21,14,2.0,100,50.0
1775,Accounting for Beginners : Learn Basics in under 1 Hour,Business Finance,20,13,1.5,50,33.333333333333336
1776,EFT for Stock Options Trading Success & Making Better Trades,Business Finance,31,13,1.5,95,63.333333333333336
1777,How to be a Profitable Forex Trader,Business Finance,7,13,0.6833333333333333,20,29.26829268292683
1778,Volatility Trading Analysis with R,Business Finance,45,13,6.0,50,8.333333333333334
1779,Bitcoin - A Comprehensive Guide,Business Finance,35,13,2.5,20,8.0
1780,Forex Trading Profitably,Business Finance,15,13,0.6666666666666666,20,30.0
1781,Forex Trading :RSI Indicator-A Secret Weapon,Business Finance,14,13,1.5,95,63.333333333333336
1782,Fundamental Financial Math,Business Finance,15,13,2.5,50,20.0
1783,Tradeonomics - Four Steps to Mastering Economic Indicators,Business Finance,41,13,4.0,20,5.0
1784,資産運用の基礎を学ぶファイナンス入門,Business Finance,52,13,4.0,20,5.0
1785,Learn How to Start Small and Make It Big In Small-Cap Stocks,Business Finance,29,13,2.0,50,25.0
1786,IPO Fundamentals,Business Finance,6,13,1.0,20,20.0
1787,Investment Portfolio Analysis with Python,Business Finance,37,13,7.0,50,7.142857142857143
1788,Credit Repair from a Financial Institution,Business Finance,9,13,2.5,20,8.0
1789,Finanzas Personales para Vivir Libre de Deudas,Business Finance,77,13,6.0,75,12.5
1790,Stock Fundamental Analysis with Excel,Business Finance,50,13,10.0,50,5.0
1791,Forex trading Basic to advance Professional Level course,Business Finance,28,13,2.5,20,8.0
1792,Learn to Trade Forex Big U-Turn Trade,Business Finance,12,13,1.0,50,50.0
1793,Contabilidad Financiera: Conoce el Lenguaje de los Negocios.,Business Finance,21,13,2.5,20,8.0
1794,Learn Stock Options: Options Made Simple 101,Business Finance,49,13,5.0,35,7.0
1795,Advance Learning Tools Corel Draw Graphics Design,Graphic Design,70,13,14.0,40,2.857142857142857
1796,캔바(Canva)로 SNS 콘텐츠 만들기,Graphic Design,19,13,2.0,30,15.0
1797,BUSINESS CARD DESIGN IN POWERPOINT,Graphic Design,16,13,1.0,95,95.0
1798,Flat Design - Create Beautiful Flat Graphics In Photoshop,Graphic Design,23,13,2.0,20,10.0
1799,Affinity Designer - making seamless patterns,Graphic Design,11,13,1.0,20,20.0
1800,Typography: Learn the Foundation and Designs,Graphic Design,33,13,2.5,135,54.0
1801,Photoshop JumpStart,Graphic Design,13,13,2.0,20,10.0
1802,Corel Draw X7: Mão na Massa,Graphic Design,40,13,4.0,25,6.25
1803,Intro to Adobe Illustrator,Graphic Design,55,13,6.0,20,3.3333333333333335
1804,Guitar for Beginners - Learn the Basics,Musical Instruments,19,13,0.5166666666666666,20,38.70967741935484
1805,Guitar Fretboard Secrets,Musical Instruments,35,13,2.0,55,27.5
1806,"Discover the fun of Spoon playing, a beginners course",Musical Instruments,25,13,1.0,65,65.0
1807,CAGED Pentatonic System for Guitar - Level 2,Musical Instruments,26,13,1.5,45,30.0
1808,Learn to play the Bouzouki - Greek Bouzouki Lessons,Musical Instruments,49,13,1.0,50,50.0
1809,Guitar Looper Basic Training,Musical Instruments,15,13,1.5,45,30.0
1810,Angular 4 Development Decoded,Web Development,8,13,1.0,20,20.0
1811,Wordpress - Create an Outstanding Website in 2 hours,Web Development,48,13,2.5,30,12.0
1812,Install a Wordpress Theme the Correct Way & Charge Others,Web Development,18,13,1.0,20,20.0
1813,The All-In-One Web Development Course,Web Development,113,13,18.5,85,4.594594594594595
1814,WordPress: Create an Amazing Website With Ease,Web Development,24,13,2.5,200,80.0
1815,WordPress 2016 for Beginners : Build awesome websites!,Web Development,43,13,4.0,20,5.0
1816,Set up a localhost Web Server for Faster Website Development,Web Development,31,13,1.5,30,20.0
1817,Develop a Professional OnePage WordPress site With No Coding,Web Development,13,13,1.5,20,13.333333333333334
1818,Css For Beginners,Web Development,28,13,2.5,85,34.0
1819,Ultimate guide to Social Media Web development integration ,Web Development,36,13,2.5,200,80.0
1820,Build a Chatbot integrated Website using Bootstrap 4,Web Development,28,13,3.0,50,16.666666666666668
1821,Creating Interactive HTML5 Video,Web Development,23,13,2.0,25,12.5
1822,Convert HTML Websites into PHP: Learn by Doing in 40 Minutes,Web Development,15,13,0.6,50,83.33333333333334
1823,HTML and CSS: A Guide to Web Design,Web Development,74,13,14.0,25,1.7857142857142858
1824,The Complete Short Course on Ethereum,Business Finance,28,12,1.5,200,133.33333333333334
1825,How I Learned Stock Trading (and How You Can Too),Business Finance,53,12,2.0,200,100.0
1826,Basics of Economics (College Level),Business Finance,20,12,1.5,25,16.666666666666668
1827,Save on Your Taxes,Business Finance,23,12,1.5,20,13.333333333333334
1828,"How to remove 'Risk from Penny Stocks - Options Trading""",Business Finance,22,12,1.0,200,200.0
1829,Accounting Is Easy (for Beginners),Business Finance,90,12,9.0,20,2.2222222222222223
1830,A Value Investing Approach to the Stock Market,Business Finance,15,12,1.5,20,13.333333333333334
1831,Learn how to INVEST for huge profits or make it big trading!,Business Finance,37,12,5.5,50,9.090909090909092
1832,Succeed in Lotto Even if You Don't Know Where to Start!,Business Finance,18,12,1.5,20,13.333333333333334
1833,Accounting 101: Learn Business Finance Forecasting in 60mins,Business Finance,12,12,1.5,95,63.333333333333336
1834,The Complete Financial Statement Analysis Course,Business Finance,37,12,3.0,150,50.0
1835,Master Finance in Three Hours,Business Finance,29,12,3.0,20,6.666666666666667
1836,How to Start Investing: Made Simple and Easy,Business Finance,12,12,1.0,200,200.0
1837,Investing in stocks: Avoid stock market loss,Business Finance,13,12,1.0,125,125.0
1838,Trade RSI Breakout Strategy: Great Risk/Reward Ratio (Forex),Business Finance,19,12,2.0,200,100.0
1839,No Bull Investing: Investing 101 For Financial Freedom,Business Finance,25,12,6.5,100,15.384615384615385
1840,Capital Structuring Techiques for CA / CFA / CPA Exams,Business Finance,50,12,7.0,125,17.857142857142858
1841,The Complete Guide to Forex Trading,Business Finance,33,12,5.0,20,4.0
1842,Startup Business: How To Raise Seed Capital,Business Finance,34,12,3.0,95,31.666666666666668
1843,Bitcoin - The Complete Guide,Business Finance,24,12,5.5,20,3.6363636363636362
1844,The Art Of Financial Valuation With Certificate,Business Finance,12,12,2.0,20,10.0
1845,Financial Modeling for Professionals in 1 Day!,Business Finance,29,12,4.5,200,44.44444444444444
1846,Trading For Busy People,Business Finance,26,12,3.0,50,16.666666666666668
1847,CFP - Introduction to Financial Planning,Business Finance,38,12,12.0,30,2.5
1848,Intermediate Accounting 1: Easy. Fast. Simple!,Business Finance,35,12,2.5,200,80.0
1849,Financial Statements: Learn Accounting. Unlock the Numbers.,Business Finance,35,12,3.0,40,13.333333333333334
1850,Trader sur le Forex avec Ichimoku,Business Finance,18,12,2.5,90,36.0
1851,Learn Blender 3D  - The introduction course,Graphic Design,15,12,1.5,100,66.66666666666667
1852,LOGO DESIGN IN POWERPOINT,Graphic Design,28,12,1.0,95,95.0
1853,Adobe Illustrator CC,Graphic Design,46,12,9.5,20,2.1052631578947367
1854,なぞるだけですぐできる! 簡単手描きイラスト講座,Graphic Design,48,12,3.0,30,10.0
1855,"Become a Graphic Designer, and earn a living from it",Graphic Design,37,12,3.0,35,11.666666666666666
1856,Clipping Masks & Shaped images in Adobe Photoshop CC,Graphic Design,14,12,0.7333333333333333,90,122.72727272727273
1857,Digital Asset Designer: Creating and Selling Mockups,Graphic Design,28,12,3.0,50,16.666666666666668
1858,Adobe Illustrator CC - From scratch ,Graphic Design,24,12,5.5,45,8.181818181818182
1859,Blues Guitar Lessons - From Texas To Carolina,Musical Instruments,9,12,2.5,20,8.0
1860,Rock Drumset Grooves: Level 1,Musical Instruments,38,12,2.0,20,10.0
1861,Guitar: The Next Level,Musical Instruments,10,12,1.0,55,55.0
1862,FingerstyleGuitar by Jacques Stotzem - Basic Level,Musical Instruments,16,12,1.5,30,20.0
1863,Your Second Course on Piano: Two Handed Playing,Musical Instruments,22,12,5.0,70,14.0
1864,How To Make Money With A Cover Band,Musical Instruments,25,12,3.5,50,14.285714285714286
1865,Aprendiendo piano: Lectura de piezas clásicas Vol.I,Musical Instruments,30,12,1.5,50,33.333333333333336
1866,Guitarra Desde Cero - PARTE 1,Musical Instruments,123,12,7.0,35,5.0
1867,Beginning Flute Lessons,Musical Instruments,17,12,2.5,20,8.0
1868,Fingerpicking Blues Guitar Lessons - Bottleneck Guitar,Musical Instruments,6,12,1.5,20,13.333333333333334
1869,Sintetizadores e Síntese Subtrativa,Musical Instruments,83,12,5.0,85,17.0
1870,GUITAR #1: Beginner Basics and Beyond,Musical Instruments,64,12,3.0,20,6.666666666666667
1871,Learn HTML and CSS to make a Website,Web Development,71,12,6.0,20,3.3333333333333335
1872,Website Builder Software Previews,Web Development,20,12,1.0,25,25.0
1873,Learn PHP from scratch!!,Web Development,17,12,1.5,25,16.666666666666668
1874,Build a Business or Personal Website Using Wordpress,Web Development,61,12,4.5,200,44.44444444444444
1875,PHP Laravel 5:Creating a CRUD application,Web Development,7,12,0.55,45,81.81818181818181
1876,Learn Ruby Programming The Easy Way - Lite,Web Development,7,12,0.5666666666666667,20,35.294117647058826
1877,Learn To Build A Google Map App Using Angular 2,Web Development,7,12,1.0,30,30.0
1878,Become a Certified Web Developer - Beginner to Expert,Web Development,85,12,8.0,200,25.0
1879,Up and Running with Phalcon,Web Development,12,12,1.5,20,13.333333333333334
1880,PHP For WordPress Development,Web Development,16,12,1.0,35,35.0
1881,Learn JavaScript Dynamic Interactive Projects for Beginners,Web Development,36,12,3.0,100,33.333333333333336
1882,Mastering Web and Mobile Debugging Using Chrome Dev Tools,Web Development,21,12,2.0,195,97.5
1883,XML :basics for beginners,Web Development,11,12,0.65,40,61.53846153846153
1884,Learn HTML5 Canvas for beginners,Web Development,49,12,3.5,100,28.571428571428573
1885,Beginner to Pro - Financial Analysis in Excel 2017,Business Finance,36,11,3.0,95,31.666666666666668
1886,Mastering High Probability Iron Condor Options Trading,Business Finance,22,11,2.0,200,100.0
1887,Three Steps Trading - Live Trading - Real Account,Business Finance,46,11,5.0,190,38.0
1888,Options Trading - Calendar Spread Course for Every Trader,Business Finance,17,11,1.5,200,133.33333333333334
1889,Stock market Investing Encyclopedia: How to invest in stocks,Business Finance,39,11,3.0,200,66.66666666666667
1890,Get a Credit Repair Publication On Amazon and Live LIFE..,Business Finance,25,11,3.0,20,6.666666666666667
1891,Learn How to Play CashFlow Game,Business Finance,26,11,1.0,35,35.0
1892,Curso Avanzado de Trading,Business Finance,100,11,20.5,125,6.097560975609756
1893,Análise de Concessão de Crédito,Business Finance,20,11,10.5,20,1.9047619047619047
1894,A Complete Guide to Becoming a Trader on the Forex Market,Business Finance,15,11,1.0,25,25.0
1895,Situational Trading: Proven Option Strategy for any Scenario,Business Finance,16,11,1.5,200,133.33333333333334
1896,Cost Accounting Crash Course,Business Finance,17,11,2.5,20,8.0
1897,High-Frequency Trading & Dark Pools,Business Finance,22,11,2.0,40,20.0
1898,"Investing In Stocks For Big Gains, Fundamental Investing",Business Finance,21,11,2.0,200,100.0
1899,Forex Trading Profit 183%p.a : Trend is Our Friend-ALGOTREND,Business Finance,12,11,0.6,120,200.0
1900,Winning Options Trading System,Business Finance,24,11,7.5,105,14.0
1901,Smart Trading Techniques for Safe & Consistent Weekly Result,Business Finance,24,11,2.5,100,40.0
1902,Trading Forex - Trader avec les figures harmoniques,Business Finance,23,11,2.0,90,45.0
1903,Cashflow Management for Small Businesses: A How To Guide,Business Finance,5,11,0.6166666666666667,25,40.54054054054054
1904,Start Trading Stocks Using Technical Analysis! Part 2,Business Finance,25,11,2.0,95,47.5
1905,High-Frequency Trading #2: Market Structure & Instruments,Business Finance,12,11,0.6833333333333333,50,73.17073170731707
1906,Cost Accounting Basics (Professional Course Level),Business Finance,23,11,1.0,20,20.0
1907,Trade the News in Forex: EA Robot Included,Business Finance,11,11,0.5666666666666667,200,352.94117647058823
1908,ProTrader -  Advanced Technical Analysis,Business Finance,34,11,2.0,125,62.5
1909,Binary Options Masterclass,Business Finance,16,11,2.0,200,100.0
1910,株式投資に向く性格に変えるための心理学を学ぶ,Business Finance,28,11,1.5,20,13.333333333333334
1911,Profit During Crashing Markets: A Step-by-Step Guide,Business Finance,18,11,1.0,195,195.0
1912,Gana en la Bolsa con Análisis Técnico,Business Finance,35,11,8.5,25,2.9411764705882355
1913,Investiere in Tax Liens-Hohe Zinsen gesetzl. festgeschrieben,Business Finance,7,11,1.5,20,13.333333333333334
1914,Trading Robot Forex Programs in Your Sleep in Live Examples!,Business Finance,18,11,1.5,200,133.33333333333334
1915,Triangulated Bird: Origami Styled Bird in Adobe Illustrator,Graphic Design,9,11,0.5,195,390.0
1916,Expert Guide : Mastering Types feature in illustrator !,Graphic Design,27,11,2.5,190,76.0
1917,Cartoon Game Logo Design using Photoshop,Graphic Design,15,11,2.5,20,8.0
1918,Turn Your Photos Into Professional And Modern Artworks,Graphic Design,12,11,1.5,20,13.333333333333334
1919,Illustrator - Creating stylised images from a photo,Graphic Design,9,11,0.6833333333333333,50,73.17073170731707
1920,Design & Create Vector Graphics With Inkscape 2016,Graphic Design,26,11,2.5,200,80.0
1921,The Complete Canva Course,Graphic Design,48,11,4.5,200,44.44444444444444
1922,خطوتك الأولى لتعلم الفوتوشوبPhotoshop,Graphic Design,12,11,2.0,20,10.0
1923,History of Art and Design from XV to XXI century,Graphic Design,35,11,2.0,20,10.0
1924,Easy Typography Tips to Beautify and Strengthen Your Work,Graphic Design,18,11,1.0,45,45.0
1925,Drawing Fun Caricatures! :) -The Best Method!,Graphic Design,6,11,0.5833333333333334,25,42.857142857142854
1926,Advanced Graphic Design-Photoshop CC 2014 for Photographers,Graphic Design,19,11,1.5,20,13.333333333333334
1927,Create Professional Character Designs in Photoshop,Graphic Design,21,11,4.0,20,5.0
1928,Design a unique bookstore-quality Photo Book with Blurb,Graphic Design,27,11,2.5,180,72.0
1929,Essential Skills for Designers - Working with Type,Graphic Design,25,11,2.0,45,22.5
