,course_title,subject,num_lectures,num_reviews,content_duration,price,hourly_price
581,"Full Stack JavaScript: Learn Backbone.js, Node.js & MongoDB",Web Development,15,93,2.0,50,25.0
582,CPA 101: How To Master Affiliate Marketing In No Time,Business Finance,21,92,1.5,100,66.66666666666667
583,Finance and Accounting for Startups,Business Finance,75,92,12.5,50,4.0
584,Discover the 7 Secrets to Figure Drawing: Draw Awesome ...,Graphic Design,25,92,10.0,40,4.0
585,Hand Lettering para Iniciantes,Graphic Design,18,92,0.7166666666666667,40,55.81395348837209
586,Wordpress for Beginners - Build a Live Website from Scratch,Web Development,15,92,1.5,20,13.333333333333334
587,PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,Web Development,143,92,15.5,50,3.225806451612903
588,Learn JavaScript from scratch,Web Development,44,92,2.5,20,8.0
589,Learn Complete WordPress for Building a Professional Sites,Web Development,62,92,9.0,80,8.88888888888889
590,Basic HTML CSS and Web Design,Web Development,46,92,9.0,30,3.3333333333333335
591,Learn Laravel PHP Framework Building Multi User SEO Blog APP,Web Development,133,92,9.5,100,10.526315789473685
592,Coding Made Easy: HTML & CSS For Beginners,Web Development,16,92,1.5,40,26.666666666666668
593,Learn ASP NET MVC 5 step by step,Web Development,32,91,3.0,20,6.666666666666667
594,The Complete JavaScript Bootcamp,Web Development,47,91,5.0,195,39.0
595,Complete JavaScript Course for Beginners with Easy Examples,Web Development,32,91,4.0,200,50.0
596,The Pro Ruby on Rails Starter,Web Development,19,90,2.5,45,18.0
597,Angular 2 Jump Start With Typescript,Web Development,74,90,4.0,20,5.0
598,JSON Crash Course for Beginners,Web Development,7,90,0.6333333333333333,45,71.05263157894737
599,Learning Bootstrap 3 - Tutorial From Infinite Skills,Web Development,50,90,3.0,50,16.666666666666668
600,Technical Analysis tools for Stocks and Options trading,Business Finance,11,89,1.5,40,26.666666666666668
601,Learn How to Improvise on Guitar in 30 Days,Musical Instruments,33,89,6.0,200,33.333333333333336
602,jQuery in Action: Build 8 jQuery Projects,Web Development,97,89,11.0,100,9.090909090909092
603,Create A Custom Responsive WordPress Website For A Client,Web Development,47,89,4.5,95,21.11111111111111
604,Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,Web Development,26,89,3.5,195,55.714285714285715
605,Big Data and Apache Hadoop for Developers - Fundamentals,Web Development,9,89,3.0,30,10.0
606,Querying Microsoft SQL Server 2012 - (Exam No. 70-461),Web Development,115,89,6.5,85,13.076923076923077
607,Building Better APIs with GraphQL,Web Development,16,89,2.5,50,20.0
608,Photoshop CC MasterClass,Graphic Design,78,88,11.5,95,8.26086956521739
609,Learn To Play The Drums,Musical Instruments,74,88,8.5,25,2.9411764705882355
610,Play Ukulele Now,Musical Instruments,78,88,5.0,30,6.0
611,Bootstrap unleash the power faster & easier web development,Web Development,68,88,5.5,150,27.272727272727273
612,All You Need To Know About AngularJS - Training On AngularJS,Web Development,53,88,5.0,50,10.0
613,Responsive Design with NEW Materialize,Web Development,36,88,1.5,75,50.0
614,Getting Started with Magento,Web Development,48,88,3.5,85,24.285714285714285
615,How to Launch Your Own Website Builder Service,Web Development,12,87,1.5,20,13.333333333333334
616,JavaScript for beginners - A Complete Guide,Web Development,58,87,10.5,100,9.523809523809524
617,"JSON with Java APIs, jQuery and JSON REST Web Services",Web Development,41,87,6.0,95,15.833333333333334
618,Introduction to Java Programming for Online Learners,Web Development,124,87,22.0,200,9.090909090909092
619,Accounting 101: How to read an Accounting Balance Sheet,Business Finance,22,86,2.0,200,100.0
620,Curso Completo del Mercado FOREX,Business Finance,50,86,5.5,200,36.36363636363637
621,Financial Modeling in Excel for Startups,Business Finance,54,86,6.0,50,8.333333333333334
622,Logo Design - Guide to Logo Design in Photoshop,Graphic Design,17,86,2.0,25,12.5
623,"Jekyll: make fast, secure static sites and blogs with Jekyll",Web Development,29,86,2.5,45,18.0
624,Building a ASP.NET MVC 5 Membership Website,Web Development,239,86,25.5,95,3.7254901960784315
625,Become Exceptional in HTML and HTML5,Web Development,34,86,6.5,20,3.076923076923077
626,jQuery UI Ultimate:Design Amazing Interfaces Using jQuery UI,Web Development,69,86,12.5,145,11.6
627,Technical Analysis 101: Ten Primary Candlestick Reversals,Business Finance,84,85,7.0,95,13.571428571428571
628,Formação em Design Gráfico com Corel Draw Versões X8 / 2017.,Graphic Design,71,85,11.0,45,4.090909090909091
629,JavaScript For Absolute Beginners - Level Two,Web Development,9,85,1.0,30,30.0
630,"Ajax in JavaScript and JQuery, with PHP - Creating Chat App",Web Development,15,85,1.5,200,133.33333333333334
631,Forex Traders - Create Your First Trading Robot. No Coding!,Business Finance,39,84,4.0,200,50.0
632,Professional Trading With Institutional Supply & Demand,Business Finance,37,84,5.5,200,36.36363636363637
633,Learn Redis from Scratch,Web Development,31,84,3.0,40,13.333333333333334
634,Comprehensive JavaScript Programming,Web Development,27,84,3.0,20,6.666666666666667
635,Create a classified website in 2 hours - guaranteed,Web Development,22,84,1.0,50,50.0
636,Create A Business From Home Trading Stocks Today In 2017,Business Finance,16,83,2.0,75,37.5
637,Dividend Investing: Build Your Portfolio for a Better Future,Business Finance,47,83,4.0,60,15.0
638,Code a personal splash page in 1 hour,Web Development,10,83,1.0,20,20.0
639,Cracking the Violin Code!,Musical Instruments,40,82,5.5,120,21.818181818181817
640,Complete Website & CMS in PHP & MySQL From Scratch!,Web Development,48,82,12.5,20,1.6
641,"Advanced Options Concepts - Probability, Greeks, Simulation",Business Finance,10,81,2.0,60,30.0
642,PHP Fundamentals - Start Earning The Top Dollars You Deserve,Web Development,12,81,1.5,195,130.0
643,Complete HTML5 and CSS3 Course +1 Start to Finish Project,Web Development,94,81,8.5,200,23.529411764705884
644,X theme for WordPress: Responsive web design without code!,Web Development,55,81,7.0,20,2.857142857142857
645,PHP - Send and Receive Mobile Text Messages (SMS),Web Development,18,81,1.5,50,33.333333333333336
646,Build Wordpress CMS Clone with Laravel 5,Web Development,63,81,8.5,150,17.647058823529413
647,Advanced Accounting for Investment Banking,Business Finance,38,80,4.0,50,12.5
648,JavaScript For Absolute Beginners - Level One,Web Development,8,80,1.5,65,43.333333333333336
649,Bootstrap 3 -> Profitable WordPress Theme Development!,Web Development,40,80,3.5,40,11.428571428571429
650,Basic Technical Analysis: Learn the structure of the market,Business Finance,16,79,1.5,20,13.333333333333334
651,Investing In Stocks With 10 Simple Rules,Business Finance,59,79,2.0,95,47.5
652,Curso Blender 3D  do Básico ao Avançado ,Graphic Design,154,79,14.5,20,1.3793103448275863
653,Beginner Piano,Musical Instruments,89,79,4.0,20,5.0
654,Ultimate Beginner Guitar Masterclass,Musical Instruments,124,79,11.5,200,17.391304347826086
655,Introduction to Bootstrap 3,Web Development,29,79,2.5,20,8.0
656,Learn Ruby on Rails By Building Projects,Web Development,47,79,13.0,60,4.615384615384615
657,A Beginners Guide to Technical Analysis of Stock Charts,Business Finance,50,78,8.5,40,4.705882352941177
658,Try Django 1.10 | Create a URL Shortening Service,Web Development,40,78,5.5,50,9.090909090909092
659,JavaScript Step by Step how to apply it to your web pages,Web Development,44,78,1.5,100,66.66666666666667
660,HTML CSS Easy steps to create a web template from scratch,Web Development,15,78,1.0,200,200.0
661,Comprehensive TypeScript,Web Development,51,78,4.5,125,27.77777777777778
662,Learn PHP Programming for Absolute Beginners,Web Development,20,78,2.0,35,17.5
663,Introducing Ionic 2,Web Development,22,78,1.5,50,33.333333333333336
664,Build A Career In Forex Trading- Learn Fundamental Analysis,Business Finance,52,77,3.5,200,57.142857142857146
665,トレーディングビュー徹底攻略2017年版,Business Finance,53,77,3.0,55,18.333333333333332
666,PHP MySQL: Learn PHP MySQL with Project,Web Development,25,77,2.0,20,10.0
667,Login and Registration from Scratch with PHP and MySQL,Web Development,36,77,2.0,20,10.0
668,Trend Following Stocks: A Complete Trading System,Business Finance,64,76,3.5,95,27.142857142857142
669,Learn to create beautiful web interfaces and logos,Graphic Design,10,76,1.0,20,20.0
670,Javascript Intermediate level 3 - JSON,Web Development,25,76,2.5,100,40.0
671,React.js Quickly: Developing Scalable Web User Interfaces,Web Development,24,76,4.0,50,12.5
672,Web Programming Course : Asp.Net MVC,Web Development,26,76,3.5,100,28.571428571428573
673,PHP: Ultimate guide to PHP for everyone,Web Development,20,75,1.5,115,76.66666666666667
674,Getting Started with NodeJS for Beginners,Web Development,12,75,1.0,195,195.0
675,Build an Advanced Single Page with Bootstrap & WordPress,Web Development,77,75,6.0,95,15.833333333333334
676,Master Riot: Learn Riot.js from Scratch,Web Development,34,75,3.5,125,35.714285714285715
677,Financial Modeling for Business Analysts and Consultants,Business Finance,51,74,2.5,45,18.0
678,Learn Call Options and Put Options - Introduction to Options,Business Finance,20,74,3.0,60,20.0
679,The Logo Design Process From Start To Finish,Graphic Design,40,74,5.5,95,17.272727272727273
680,Graphic Design: Beginner's Graphic Design Guide to Photoshop,Graphic Design,15,74,1.0,25,25.0
681,The Ultimate WordPress Boot Camp: Build 7 Websites,Web Development,140,74,11.0,125,11.363636363636363
682,Create Jekyll blog and host it on Github like a Ninja,Web Development,11,74,2.0,20,10.0
683,Joomla 3 : Develop a Professional Website in 3 Simple Steps!,Web Development,43,74,5.0,35,7.0
684,The Complete Wordpress Course - Build Your Own Website Today,Web Development,36,73,3.5,195,55.714285714285715
685,PHP Graphic Techniques: CAPTCHA/ Create a verification code,Web Development,11,73,0.7166666666666667,20,27.906976744186046
686,Create a Responsive Business Website with WordPress,Web Development,38,73,5.5,95,17.272727272727273
687,Bestseller! Learn Photoshop in 1 Hour (No Experience Needed),Graphic Design,39,72,6.5,200,30.76923076923077
688,A new approach to piano and playing songs for beginners,Musical Instruments,26,72,1.5,50,33.333333333333336
689,React VR - Creating Virtual Reality Apps,Web Development,43,72,3.0,80,26.666666666666668
690,"Learn By Example: The Foundations of HTML, CSS & Javascript",Web Development,94,72,13.0,50,3.8461538461538463
691,Learn ReactJS: Code Like A Facebook Developer,Web Development,45,72,5.0,20,4.0
692,Learn to make websites with Google's Material Design Lite,Web Development,84,72,5.5,20,3.6363636363636362
693,Learn How To Become a Web Developer From Scratch,Web Development,172,72,11.0,200,18.181818181818183
694,Intro to PHP Web Application Development with Symfony,Web Development,20,72,1.5,200,133.33333333333334
695,Wordpress for beginners :Build Websites Fast without Coding ,Web Development,68,72,5.0,50,10.0
696,HTML5 Geolocation in Depth:Build 7 HTML5 Geolocation Apps,Web Development,86,72,6.5,90,13.846153846153847
697,Learn to Trade for Profit: Find and Trade Winning Stocks,Business Finance,77,71,3.0,95,31.666666666666668
698,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,Business Finance,54,71,1.5,200,133.33333333333334
699,Trading strategies with common sense technical analysis,Business Finance,29,71,3.0,75,25.0
700,188% Profit in 1Year - Forex ALGO Robot Trading no indicator,Business Finance,20,71,2.0,120,60.0
701,"Piano: Learn 48 chords in 1 hour,  and always remember how",Musical Instruments,16,71,1.5,120,80.0
702,Beginning Web development Learn the basics of HTML,Web Development,59,71,2.0,95,47.5
703,Get Acquired: Learn From The Head Of Acquisitions For eBay,Business Finance,29,70,2.5,195,78.0
704,Accounting Basics - A Complete Study,Business Finance,332,70,29.0,180,6.206896551724138
705,[Value Investing] Where White People Keep Their Money,Business Finance,20,70,4.0,200,50.0
706,Bitcoin Investing: The Complete Buy & Hold Strategy,Business Finance,41,70,4.0,25,6.25
707,Trading Options For Consistent Returns: Calendar Spreads,Business Finance,20,69,1.5,200,133.33333333333334
708,Seeing the Big Picture: Understanding Financial Statements,Business Finance,14,69,0.7166666666666667,50,69.76744186046511
709,Photoshop Course: Design an eBook Cover in Photoshop,Graphic Design,40,69,3.0,50,16.666666666666668
710,Sublime Text for Rapid Web Development,Web Development,14,69,1.0,20,20.0
711,Angular 2 Demystified,Web Development,49,69,3.5,20,5.714285714285714
712,Getting Started with LESS - Beginner Crash Course,Web Development,21,69,1.5,25,16.666666666666668
713,JSON Faster Sleeker & Easier Discover the benefits learn it,Web Development,31,69,1.5,200,133.33333333333334
714,Learn OAuth 2.0 - Theory and Hands On,Web Development,21,69,3.0,145,48.333333333333336
715,Learn To Build Apps Using Play Framework,Web Development,23,69,5.5,40,7.2727272727272725
716,Aprende a invertir y deja que tu dinero trabaje para ti,Business Finance,95,68,14.0,145,10.357142857142858
717,Learning Photoshop CC 2014 in Egyptian Arabic ,Graphic Design,25,68,3.5,70,20.0
718,Bring your sketch to life - learn digital illustration,Graphic Design,36,68,3.5,70,20.0
719,"How to play 'Electric Guitar"",https://www.udemy.com/electric-guitar-beginners-method/,true,50,1105,5,20,Beginner Level,2 hours,2016-12-29T00:24:06Z
42038,Learn Piano Today: How to Play Piano Course in Quick Lessons""",Musical Instruments,75,68,5.0,100,20.0
720,JavaScript Basics Web Development Building Blocks,Web Development,17,68,1.5,95,63.333333333333336
721,"Create, Update and Manage Your Own Website Using Drupal 7",Web Development,49,68,7.0,120,17.142857142857142
722,Trade Pullback Candlestick Strategy - Make Consistent Pips,Business Finance,24,67,3.0,200,66.66666666666667
723,Matemática Financeira de um jeito fácil,Business Finance,20,67,1.5,95,63.333333333333336
724,Codeless Website Development with Adobe Muse,Web Development,46,67,3.5,50,14.285714285714286
725,Master WCF 4.0 From Scratch Using C#,Web Development,53,67,7.0,50,7.142857142857143
726,Quick learning jQuery web development,Web Development,39,67,3.0,150,50.0
727,Learn Jazz Piano Today,Musical Instruments,44,66,3.0,50,16.666666666666668
728,Option Trading for Rookies:  Understand Options Completely,Business Finance,62,65,2.0,150,75.0
729,How to Pick The Right Penny Stocks To Invest In 2017,Business Finance,23,65,2.5,150,60.0
730,101 Blues riffs - learn how the harmonica superstars do it,Musical Instruments,55,65,6.5,200,30.76923076923077
731,Mastering ASP.NET MVC 5 From Scratch Using C#,Web Development,109,65,13.0,50,3.8461538461538463
732,Create a PHP Contact Form in Bootstrap,Web Development,12,65,1.0,20,20.0
733,HTML Learning the Basics Intro to HTML website coding,Web Development,14,65,0.65,20,30.769230769230766
734,Administering Microsoft SQL Server 2012 Databases - 70-462,Web Development,98,65,5.5,60,10.909090909090908
735,Responsive Web Design with HTML5 and CSS3 - Introduction,Web Development,84,65,8.0,35,4.375
736,"Get to know the VIX Index (aka 'The Fear Index)""",Business Finance,9,64,1.0,60,60.0
737,Basics of Business Finance,Business Finance,24,64,4.0,30,7.5
738,101 Awesome Rockabilly Guitar Licks,Musical Instruments,33,64,2.5,40,16.0
739,HTML & CSS From Scratch in 30 Days,Web Development,82,64,11.5,75,6.521739130434782
740,The Complete hapiJS Course - Go From Beginner To Advanced!,Web Development,54,64,6.0,195,32.5
741,Web Design Creating websites from scratch,Web Development,28,64,2.0,75,37.5
742,React for visual learners,Web Development,26,64,3.5,20,5.714285714285714
743,Building Websites JavaScript and the DOM,Web Development,37,64,3.0,120,40.0
744,Trade Forex 13 Patterns - Golden Ratios Secret Revealed,Business Finance,44,63,4.0,200,50.0
745,Drawing in Perspective,Graphic Design,28,63,3.0,25,8.333333333333334
746,jQuery Fundamentals Powerful Bootcamp for beginners,Web Development,47,63,3.0,150,50.0
747,JavaScript for Beginners Welcome to learning JavaScript,Web Development,26,63,2.0,50,25.0
748,Java Spring Security,Web Development,11,63,2.5,40,16.0
749,Lerning PHP by building website,Web Development,34,63,8.0,185,23.125
750,Banking Credit Analysis Process (for Bankers),Business Finance,241,62,17.5,180,10.285714285714286
751,✔️ Illustrator CC : Be a Graphic Designer in Illustrator CC,Graphic Design,77,62,6.5,25,3.8461538461538463
752,"Modern Web Development with SASS, Gulp, NPM & Web Workflows",Web Development,59,62,5.0,95,19.0
753,Learn jQuery AJAX in 1 hour,Web Development,18,62,1.0,195,195.0
754,Learn PHP Programming for Absolute Beginners - Lite,Web Development,7,62,0.6833333333333333,20,29.26829268292683
755,HTML5 APIs For JavaScript - A Course For Web Developers ,Web Development,45,62,5.0,50,10.0
756,Web Development: Make A Website That Will Sell For Thousands,Web Development,51,62,7.5,50,6.666666666666667
757,The Extreme Web Development Course - For Beginners,Web Development,152,62,5.5,200,36.36363636363637
758,Get Started With Penny Stocks -Step by Step Guide to Trading,Business Finance,18,61,2.0,200,100.0
759,Technical Analysis 101: Master the Basics of Trading,Business Finance,50,61,2.0,95,47.5
760,A Complete Guide to Successful Freelance Logo Design Career,Graphic Design,67,61,8.5,145,17.058823529411764
761,Learn UI/UX and Mobile App Design in Photoshop from Scratch,Graphic Design,31,61,3.0,145,48.333333333333336
762,Become A Web Developer And Seller - Build Websites With HTML,Web Development,35,61,2.5,200,80.0
763,Angular 2 Fundamentals for Web Developers,Web Development,41,61,6.0,40,6.666666666666667
764,A Complete Laravel basics from beginner to expert,Web Development,12,61,1.5,25,16.666666666666668
765,The Complete Web Developer Course - Build 20 Websites,Web Development,304,61,15.5,20,1.2903225806451613
766,Forex Breakout Profits: The Definitive Guide,Business Finance,27,60,2.5,25,10.0
767,Build a Trading Comps Valuation Model,Business Finance,55,60,7.0,50,7.142857142857143
768,Contabilidad rápida y eficaz,Business Finance,60,60,2.0,40,20.0
769,How to create HTML Forms,Web Development,7,60,0.6666666666666666,30,45.0
770,Learn Express,Web Development,14,60,1.5,25,16.666666666666668
771,Learn HTML5 At Your Own Pace. Ideal for Beginners,Web Development,67,60,7.0,50,7.142857142857143
772,The Ultimate Guide to Dividend & Dividend Growth Investing,Business Finance,88,59,5.5,200,36.36363636363637
773,Tax Strategy: Financial Planning for Beginners,Business Finance,25,59,2.0,200,100.0
774,Build a Single Page Application with jQuery & AJAX,Web Development,27,59,2.0,60,30.0
775,Django + AngularJS for a Powerful Web Application,Web Development,36,59,5.5,95,17.272727272727273
776,"Basic Concepts of Web Development, HTTP and Java Servlets",Web Development,10,59,1.0,35,35.0
777,RESTful Services with ASP.NET Web API,Web Development,34,59,2.0,85,42.5
778,Master EmberJS : Learn Ember JS From Scratch,Web Development,103,59,6.5,120,18.46153846153846
779,JavaScript Introduction to Object Oriented JavaScript,Web Development,23,59,1.5,90,60.0
780,Building Responsive Data Visualizations with D3 JS,Web Development,28,59,2.0,85,42.5
781,HTML5 for beginners,Web Development,59,59,5.0,195,39.0
782,Bitcoin - Ethereum: Trading -Watch me manage my own account!,Business Finance,22,58,2.5,165,66.0
783,How To Start Trading Penny Stocks In 10 Easy Steps 2017,Business Finance,15,58,1.5,50,33.333333333333336
784,World's Fastest Piano Method - The Piano Revolution!,Musical Instruments,31,58,2.0,95,47.5
785,The Complete Wordpress Plugin Development Course - 8 Plugins,Web Development,33,58,2.5,200,80.0
786,JavaScript in Action JavaScript Projects,Web Development,17,58,1.5,150,100.0
787,Sending email with PHP: from Basic to Advanced,Web Development,45,58,2.0,40,20.0
788,XML For Absolute Beginners: Learn to create your own tags,Web Development,10,58,1.0,75,75.0
789,The Complete E-Commerce Web Developer Course 5.0,Web Development,96,58,12.5,195,15.6
790,FOREX Trading with Price Action,Business Finance,19,57,1.0,195,195.0
791,The Basics Of Volume Analysis,Business Finance,13,57,1.5,60,40.0
792,All-in-One Premium Design Course - Scratch to Pro+ Edition,Graphic Design,56,57,5.5,200,36.36363636363637
793,Logo Design Theory & Application Bootcamp,Graphic Design,35,57,7.0,50,7.142857142857143
794,Adobe Illustrator: Create a Quick & Easy Unique Illustration,Graphic Design,19,57,1.5,95,63.333333333333336
795,Book Covers and Graphic Design with PowerPoint 2013/2016/365,Graphic Design,30,57,4.0,195,48.75
796,Ultimate Blues Guitar Beginner Lessons,Musical Instruments,90,57,10.5,20,1.9047619047619047
797,AngularJS For ASP.NET MVC Developers,Web Development,10,57,1.0,50,50.0
798,Javascript for beginners,Web Development,14,57,1.5,75,50.0
799,Become a Bootstrap Expert: Build 20 Layouts!,Web Development,179,57,17.5,35,2.0
800,Advanced HTML5 Tutorial for Web Developers,Web Development,57,57,7.5,50,6.666666666666667
801,Adventure Capital: How to pay off debt ,Business Finance,14,56,1.0,20,20.0
802,Complete Claritas Investment Certificate,Business Finance,35,56,11.5,50,4.3478260869565215
803,Weekly Options and study of Options expiration dynamics,Business Finance,6,56,1.0,60,60.0
804,The Complete PHP Bootcamp Course With Video Sharing Project,Web Development,74,56,14.5,195,13.448275862068966
805,Master ExpressJS to Build Web Apps with NodeJS&JavaScript,Web Development,24,56,3.5,50,14.285714285714286
806,Learn Jquery from Scratch 2-Hour Training ,Web Development,13,56,1.5,20,13.333333333333334
807,Create an Engaging Website with Twitter Bootstrap 2.x,Web Development,24,56,1.0,20,20.0
808,Advanced Scalable Python Web Development Using Flask,Web Development,71,56,14.0,120,8.571428571428571
809,JavaScript for beginners in 1 hour,Web Development,22,56,1.0,95,95.0
810,"Using 'The Greeks To Understand Options""",Business Finance,5,55,1.0,50,50.0
811,CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,Business Finance,16,55,2.0,60,30.0
812,ビットコイン生態系｜既存通貨が主役をやめる日,Business Finance,16,55,1.5,20,13.333333333333334
813,Navigate the 10-K and Other Financial Reports,Business Finance,20,55,2.5,40,16.0
814,Character Concept Design for Beginners,Graphic Design,98,55,16.5,175,10.606060606060606
815,Acoustic Fingerstyle Guitar Course: Beginner to Advanced,Musical Instruments,56,55,4.0,200,50.0
816,Ruby on Rails 4---A Test-Driven Approach,Web Development,122,55,19.0,100,5.2631578947368425
817,Beginners Introduction to Web Development,Web Development,18,55,1.5,200,133.33333333333334
818,React: Learn ReactJS Fundamentals for Front-End Developers,Web Development,26,55,4.0,55,13.75
819,Excel functions to analyze and visualize data,Business Finance,16,54,2.0,20,10.0
820,Fundamentals of Investing!,Business Finance,13,54,2.0,20,10.0
821,TechniTrader Leading Hybrid Indicator Trading,Business Finance,5,54,1.0,20,20.0
822,Excel Dashboard - Interactive Excel Dashboard and Charts,Business Finance,34,54,3.0,30,10.0
823,Forex - Elliott Wave Theory with Fibonacci. ,Business Finance,32,54,1.5,20,13.333333333333334
824,Financial Statements Analysis: Learn to Invest Like a Pro!,Business Finance,35,54,2.5,50,20.0
825,Straddles and Strangles - Volatility moves in any direction,Business Finance,11,54,1.5,60,40.0
826,Fixed Income Securities,Business Finance,24,54,4.5,50,11.11111111111111
827,Adobe Illustrator For Beginners: Design A Typographic Logo,Graphic Design,27,54,1.5,30,20.0
828,3 step formula for playing guitar by ear,Musical Instruments,20,54,1.5,25,16.666666666666668
829,Get Results - Core Principles of Web Development Tricks Tips,Web Development,26,54,1.5,75,50.0
830,Devtools 2017: Beginner to Expert w/ Chrome Developer Tools,Web Development,39,54,2.5,125,50.0
831,Learning Docker and Kubernetes by Lab,Web Development,56,54,5.0,30,6.0
832,Learning Object-Oriented JavaScript,Web Development,23,54,3.0,75,25.0
833,Complete PHP Course with OOP Start to Finish!,Web Development,29,54,2.0,200,100.0
834,"Learn animation using CSS3, Javascript and HTML5",Web Development,18,54,2.5,40,16.0
835,How to Create Your Personal Budget,Business Finance,10,53,1.0,20,20.0
836,Learn GIMP,Graphic Design,34,53,6.5,20,3.076923076923077
837,Learn Photoshop Quickly (For Bloggers & Web Images),Graphic Design,28,53,2.5,80,32.0
838,Learn How To Design a Logo in Adobe Illustrator in 30 Mins,Graphic Design,14,53,0.5,50,100.0
839,"Master JavaScript Programming, 3 Projects Included !!",Web Development,107,53,10.5,20,1.9047619047619047
840,CSS Web Development Crash Course,Web Development,26,53,2.5,20,8.0
841,PHP Date and Time Course by Edwin Diaz,Web Development,14,53,1.5,40,26.666666666666668
842,Build Websites from Scratch with Squarespace,Web Development,60,53,3.5,50,14.285714285714286
843,Projects in Django and Python,Web Development,28,53,6.5,60,9.23076923076923
844,Kids Coding - Beginner HTML,Web Development,19,53,1.0,20,20.0
845,Spring 4 Mastercourse: Covers Annotation & XML Configuration,Web Development,320,53,23.5,200,8.51063829787234
846,Single Page Application of MVC 5 Using AngularJS,Web Development,18,53,1.5,20,13.333333333333334
847,Forex Trading Course: Work Smarter Not Harder Proven Results,Business Finance,16,52,2.0,195,97.5
848,Technical Analysis - A practical approach for trade entry,Business Finance,15,52,2.0,60,30.0
849,Finance - Ratios Analysis & Interpretations,Business Finance,41,52,2.5,30,12.0
850,Binary Options Beginners Guide : Nadex,Business Finance,39,52,2.0,40,20.0
851,Inkscape For Beginners 2016/2017,Graphic Design,26,52,4.0,40,10.0
852,Mastering Photoshop: From Beginner to Industry Professional,Graphic Design,79,52,12.5,25,2.0
853,Learn To Play The Drums Without A Drum Kit,Musical Instruments,39,52,2.0,25,12.5
854,Keyboard Instruments - Read Sheet Music for Piano Fast!,Musical Instruments,41,52,1.5,50,33.333333333333336
855,CAGED Pentatonic System for Guitar - Level 1,Musical Instruments,35,52,1.5,45,30.0
856,Node.js: The Essentials + API Frameworks Express KOA Sails,Web Development,34,52,1.0,20,20.0
857,Become a Heroku Rails Ninja: Expert Level Deployment Tools,Web Development,30,52,8.5,50,5.882352941176471
858,"Learn HTML, A practical guide from scratch to HTML 5",Web Development,31,52,3.0,100,33.333333333333336
859,Learn how to convert PSD to HTML and CSS responsive,Web Development,14,52,2.5,30,12.0
860,Learn PHP CodeIgniter Framework with AJAX and Bootstrap,Web Development,21,52,2.5,75,30.0
861,Code & Grow Rich:  Earn More As An Entrepreneur Or Developer,Web Development,491,52,57.0,200,3.508771929824561
862,Getting Started with HTML,Web Development,17,52,1.5,40,26.666666666666668
863,JavaScript Basics for Beginners Introduction to coding,Web Development,18,52,1.5,150,100.0
864,JavaScript Promises: Applications in ES6 and AngularJS,Web Development,20,52,2.5,75,30.0
865,WE WILL PAY YOU TO TRADE WITH US,Business Finance,11,51,2.0,20,10.0
866,How to Build a Massive Stock Portfolio from Zero!,Business Finance,129,51,11.0,200,18.181818181818183
867,Finance for Non-Finance: Learn Quick and Easy,Business Finance,30,51,2.5,20,8.0
868,Finanzielle Unabhängigkeit-1: Erste Schritte zur Million,Business Finance,28,51,1.0,20,20.0
869,Graphic Design for Entrepreneurs...Who Can't Draw,Graphic Design,13,51,1.5,20,13.333333333333334
870,JavaScript Rockstar How to create Incredible Useful code,Web Development,27,51,2.5,75,30.0
871,Java Web Services Part 2,Web Development,74,51,3.0,20,6.666666666666667
872,Illustrator CC MasterClass,Graphic Design,86,50,12.0,95,7.916666666666667
873,Drawing Perspective For Beginners,Graphic Design,44,50,7.5,150,20.0
874,Become A Logo Designer ,Graphic Design,39,50,2.5,95,38.0
875,Create a Dynamic User Registration Form from scratch,Web Development,38,50,3.0,100,33.333333333333336
876,HTML Made Simple For Beginners: Create a One Page Website,Web Development,16,50,2.0,65,32.5
877,You can create Incredible Websites with HTML CSS learn how,Web Development,28,50,2.5,100,40.0
878,"Web Scraping with Python, Ruby & import. io",Web Development,46,50,4.5,75,16.666666666666668
879,Learn Spring Framework Practically - Hands On Recipies,Web Development,48,50,5.5,145,26.363636363636363
880,Build a Complete Registration and Login System using PHP MVC,Web Development,106,50,5.0,80,16.0
881,How to easily Manage your WordPress Website,Web Development,21,50,2.0,20,10.0
882,The Complete Guide to Professional Trading with Elliott Wave,Business Finance,43,49,4.5,115,25.555555555555557
883,"Professional Options Trading, Simplified",Business Finance,21,49,2.0,200,100.0
884,Trading Trends in ANY Market,Business Finance,22,49,2.0,30,15.0
885,Robots de Forex: espere ganar 175%p.a! Incluye Robot de Fx! ,Business Finance,41,49,5.0,130,26.0
886,自分に合った投資信託を見つけよう！,Business Finance,23,49,2.0,25,12.5
887,Learning Photoshop CC 2015,Graphic Design,163,49,10.5,50,4.761904761904762
888,Creative logo design with Inkscape for free,Graphic Design,25,49,4.0,40,10.0
889,Ultimate Guide on Freelancing Career in Photoshop Design,Graphic Design,82,49,6.5,165,25.384615384615383
890,Learn to Design a Logo in Adobe Illustrator,Graphic Design,29,49,4.5,20,4.444444444444445
891,Adobe Photoshop CC - Fundamentos,Graphic Design,88,49,7.5,40,5.333333333333333
